Campaign_Budget,Ad_Click_Rate,Conversion_Rate,Social_Media_Followers,Email_Open_Rate,Customer_Retention_Rate,Platform,Campaign_Type,Target_Audience,Region
18715.15,9.38,4.72,111516.0,18.86,92.52,Twitter,Brand Awareness,Gen Z,South America
29465.78,4.12,4.19,307779.0,76.16,86.01,Instagram,Lead Generation,Boomers,South America
39370.96,2.39,9.78,209237.0,22.29,77.88,Facebook,Lead Generation,Boomers,Africa
87817.82,3.54,7.32,455108.0,13.25,67.4,Twitter,Sales Promotion,Millennials,Africa
92323.53,1.08,3.34,207753.0,34.2,83.57,LinkedIn,Content Marketing,Boomers,Asia
104184.94,0.87,6.1,187220.0,20.96,62.99,Google Ads,Brand Awareness,Boomers,South America
31242.98,4.03,5.23,182481.0,51.63,58.34,Twitter,Lead Generation,Millennials,South America
23395.65,8.89,6.86,192588.0,63.59,86.15,Twitter,Sales Promotion,Millennials,Africa
36652.57,8.56,3.66,276680.0,66.53,59.8,Twitter,Content Marketing,Gen Z,South America
40503.81,9.75,3.0,188064.0,22.75,86.55,Facebook,Brand Awareness,Millennials,North America
53560.24,9.15,2.44,178203.0,20.15,71.96,LinkedIn,Lead Generation,Millennials,North America
1015.2,3.23,9.41,164377.0,75.11,85.46,Twitter,Lead Generation,Gen X,South America
55941.61,5.07,2.0,243657.0,75.91,86.17,Google Ads,Brand Awareness,Gen Z,Africa
24514.16,0.91,2.32,215620.0,72.58,93.77,Twitter,Sales Promotion,Boomers,Africa
57554.97,6.63,1.14,312897.0,40.85,77.5,Facebook,Lead Generation,Gen X,North America
18694.93,8.24,2.56,201263.0,25.78,60.85,Twitter,Content Marketing,Gen X,Asia
59179.66,8.59,9.46,144819.0,75.95,76.1,Google Ads,Brand Awareness,Gen X,Europe
70251.31,8.42,5.38,172804.0,18.95,54.34,Twitter,Sales Promotion,Millennials,South America
47546.54,5.36,6.62,148101.0,44.95,67.28,LinkedIn,Lead Generation,Millennials,Asia
53321.16,3.97,0.58,182375.0,66.41,61.59,Instagram,Content Marketing,Gen Z,Africa
23122.88,4.45,0.85,126357.0,15.62,56.95,Google Ads,Brand Awareness,Boomers,Africa
82531.18,6.68,7.53,331841.0,74.7,58.71,Instagram,Brand Awareness,Millennials,Africa
34135.65,3.33,7.88,273054.0,38.38,98.93,Google Ads,Lead Generation,Gen X,Europe
5856.7,2.42,7.5,164503.0,40.61,98.51,Twitter,Brand Awareness,Gen Z,Africa
22407.13,1.99,4.11,201900.0,39.37,87.02,Facebook,Content Marketing,Millennials,Asia
68914.93,1.79,4.66,-66815.0,63.83,91.44,LinkedIn,Lead Generation,Millennials,Asia
58273.57,5.05,3.1,166874.0,55.49,71.47,Google Ads,Sales Promotion,Gen X,South America
32517.79,1.98,2.87,353635.0,63.77,87.97,Google Ads,Sales Promotion,Boomers,South America
41238.69,8.58,4.12,30229.0,19.36,99.74,Instagram,Lead Generation,Gen Z,Asia
91049.91,2.21,2.04,116259.0,52.35,70.0,LinkedIn,Brand Awareness,Gen X,Asia
57539.09,3.0,3.6,222553.0,19.82,63.94,Instagram,Brand Awareness,Boomers,South America
71321.87,7.22,4.39,109677.0,44.99,91.33,Twitter,Content Marketing,Gen X,Africa
56071.56,3.31,6.87,139508.0,15.06,67.35,Facebook,Lead Generation,Millennials,Africa
51697.35,9.98,7.01,240810.0,40.93,61.03,LinkedIn,Sales Promotion,Boomers,North America
18837.71,7.65,3.04,278591.0,68.44,62.59,Google Ads,Content Marketing,Millennials,Europe
33159.18,9.29,5.67,222627.0,57.39,95.8,Twitter,Lead Generation,Gen Z,South America
68498.8,1.22,9.9,244733.0,33.85,68.61,Twitter,Lead Generation,Millennials,South America
39734.86,6.38,7.54,367560.0,33.0,89.76,Twitter,Lead Generation,Millennials,Asia
17354.84,1.32,6.74,279338.0,49.64,72.82,LinkedIn,Brand Awareness,Millennials,North America
19959.97,3.9,6.67,141543.0,64.18,76.62,LinkedIn,Content Marketing,Boomers,Asia
67940.93,3.98,6.85,336519.0,10.2,60.41,Instagram,Sales Promotion,Boomers,South America
48433.47,0.69,3.01,186205.0,62.3,86.36,Twitter,Sales Promotion,Millennials,Africa
35439.07,8.21,1.92,170355.0,58.1,58.59,Facebook,Brand Awareness,Boomers,South America
61397.44,5.68,0.92,125009.0,54.5,77.61,Google Ads,Content Marketing,Gen X,Europe
20756.42,8.23,9.52,382848.0,24.4,83.52,Facebook,Brand Awareness,Gen Z,North America
5298.88,1.35,1.44,208704.0,34.64,91.85,Google Ads,Lead Generation,Millennials,South America
41946.75,8.12,4.91,147593.0,15.95,98.04,Twitter,Brand Awareness,Gen X,Africa
56052.82,3.25,6.21,168052.0,35.23,71.28,LinkedIn,Content Marketing,Gen X,Asia
41205.85,1.02,6.05,85686.0,78.01,53.05,LinkedIn,Lead Generation,Millennials,Africa
-8226.19,3.77,1.01,314816.0,59.65,69.29,Google Ads,Lead Generation,Millennials,Europe
36009.52,4.55,9.5,288189.0,38.37,65.54,Instagram,Sales Promotion,Boomers,Asia
61878.16,0.77,3.69,296120.0,45.33,98.68,Google Ads,Brand Awareness,Gen X,South America
52823.18,6.65,8.73,243790.0,61.14,57.16,Instagram,Lead Generation,Gen Z,Asia
43035.49,5.07,1.6,331758.0,20.51,88.87,LinkedIn,Brand Awareness,Millennials,Europe
75422.82,7.84,0.52,208069.0,61.13,67.61,Facebook,Lead Generation,Gen Z,Africa
61755.48,6.24,5.92,149361.0,63.54,63.47,Instagram,Brand Awareness,Gen Z,Africa
68869.85,5.65,5.0,289638.0,77.59,74.11,Google Ads,Lead Generation,Boomers,South America
36943.22,1.44,2.47,230440.0,78.52,87.46,LinkedIn,Brand Awareness,Millennials,Africa
68964.28,5.52,5.5,317421.0,36.52,75.72,LinkedIn,Sales Promotion,Gen X,North America
49569.77,6.96,3.81,138215.0,30.65,52.97,Instagram,Sales Promotion,Gen X,North America
23840.03,6.26,8.35,187028.0,77.05,56.39,Twitter,Lead Generation,Gen X,Asia
39177.32,5.26,4.31,221621.0,22.54,58.99,LinkedIn,Sales Promotion,Millennials,Asia
66734.51,8.62,0.52,207214.0,58.23,86.01,LinkedIn,Lead Generation,Boomers,Europe
68683.63,2.9,0.92,249654.0,51.89,93.11,LinkedIn,Brand Awareness,Millennials,Africa
52082.59,7.76,7.28,342094.0,77.79,98.43,Facebook,Lead Generation,Millennials,Asia
52644.72,8.11,5.19,74005.0,29.55,88.48,Twitter,Content Marketing,Gen Z,Europe
35356.59,9.96,6.43,267695.0,44.47,93.09,Twitter,Content Marketing,Millennials,Africa
58711.16,3.56,9.63,104670.0,18.79,77.78,Instagram,Content Marketing,Gen X,Asia
57540.27,4.1,9.11,183124.0,48.18,94.88,Google Ads,Content Marketing,Millennials,Europe
40851.79,7.31,0.76,183767.0,58.06,86.97,Instagram,Sales Promotion,Gen Z,Europe
37910.36,4.55,4.03,112382.0,76.26,70.28,Google Ads,Sales Promotion,Millennials,North America
67341.14,1.74,2.15,84776.0,45.78,75.89,Google Ads,Brand Awareness,Gen X,Africa
52774.96,8.04,3.13,288312.0,62.86,53.59,Instagram,Brand Awareness,Gen Z,Asia
66977.15,3.8,9.77,25234.0,44.43,51.69,LinkedIn,Sales Promotion,Gen X,Europe
61318.83,8.87,8.29,138980.0,41.1,80.2,Facebook,Lead Generation,Gen Z,North America
29592.68,1.51,4.72,13021.0,18.86,90.39,Instagram,Content Marketing,Gen X,Asia
45222.7,3.61,1.77,164014.0,76.08,73.13,LinkedIn,Lead Generation,Gen Z,Europe
31085.21,0.97,9.38,103649.0,54.9,59.76,Instagram,Content Marketing,Gen Z,Asia
73628.88,8.16,1.73,-23794.0,62.12,71.88,Twitter,Brand Awareness,Gen X,South America
63235.07,8.32,2.31,67545.0,77.34,63.75,Instagram,Sales Promotion,Millennials,Asia
31974.6,9.48,7.46,264417.0,31.19,99.56,LinkedIn,Content Marketing,Gen Z,Europe
39831.61,3.51,8.67,182359.0,14.24,88.2,Facebook,Lead Generation,Millennials,Africa
36478.65,3.81,2.55,232002.0,34.84,71.81,Twitter,Sales Promotion,Millennials,South America
55881.83,1.79,6.39,169472.0,76.32,65.4,Twitter,Brand Awareness,Gen Z,North America
42291.01,1.38,8.58,352785.0,20.2,53.54,LinkedIn,Lead Generation,Millennials,North America
38691.79,5.77,9.64,324552.0,26.77,59.6,Twitter,Sales Promotion,Boomers,Europe
61349.39,4.31,7.85,329935.0,46.65,90.57,Facebook,Content Marketing,Boomers,South America
34655.44,7.92,0.72,382439.0,67.74,78.27,Twitter,Sales Promotion,Gen Z,Europe
48902.23,6.11,6.18,394720.0,64.88,50.63,LinkedIn,Brand Awareness,Boomers,North America
66996.19,8.99,6.24,306665.0,19.03,99.12,Instagram,Brand Awareness,Boomers,South America
76103.75,7.41,8.16,142002.0,62.05,75.03,Twitter,Lead Generation,Gen X,South America
9741.95,6.58,2.82,286751.0,51.81,82.42,Twitter,Lead Generation,Millennials,Asia
52668.03,2.01,7.78,183436.0,70.31,93.75,Google Ads,Brand Awareness,Boomers,North America
60199.07,2.29,2.73,316105.0,55.74,52.15,Google Ads,Content Marketing,Gen Z,South America
38036.27,1.65,5.11,77232.0,68.67,85.31,Google Ads,Brand Awareness,Boomers,Africa
44693.25,9.54,2.3,181485.0,17.26,97.11,Twitter,Lead Generation,Gen Z,North America
20952.71,1.67,0.94,259996.0,14.78,83.42,Instagram,Sales Promotion,Millennials,South America
66704.1,2.54,9.6,180695.0,19.58,72.15,Google Ads,Content Marketing,Millennials,South America
47363.17,4.76,1.48,160772.0,12.95,52.85,Facebook,Lead Generation,Boomers,North America
86301.19,2.22,2.65,278817.0,74.41,94.17,Facebook,Content Marketing,Gen X,Asia
69728.0,8.09,7.53,81512.0,66.35,86.53,Instagram,Brand Awareness,Millennials,Europe
34059.99,9.08,2.64,273387.0,73.29,74.53,LinkedIn,Content Marketing,Boomers,North America
67881.31,4.19,2.65,286967.0,58.46,75.14,Twitter,Lead Generation,Gen Z,Asia
61124.34,5.33,4.15,84056.0,64.94,63.37,Google Ads,Lead Generation,Gen X,Africa
69617.21,8.03,6.13,117008.0,46.89,67.52,Instagram,Lead Generation,Gen Z,Asia
46268.52,5.33,0.64,47151.0,10.67,86.1,Facebook,Sales Promotion,Boomers,South America
60323.43,3.46,3.98,191481.0,17.52,99.8,Instagram,Content Marketing,Gen X,Europe
18976.32,7.63,7.24,149364.0,75.87,86.94,Instagram,Sales Promotion,Gen X,Africa
58824.55,1.95,2.14,231252.0,11.45,56.4,LinkedIn,Sales Promotion,Boomers,North America
52883.71,8.54,4.4,171568.0,65.25,84.98,Instagram,Lead Generation,Boomers,Asia
38767.34,4.21,3.44,302805.0,15.15,73.48,Google Ads,Lead Generation,Gen X,Europe
68193.55,0.92,8.04,239645.0,68.28,50.18,Google Ads,Lead Generation,Gen X,South America
60484.12,5.0,8.3,255534.0,15.84,71.11,Google Ads,Content Marketing,Gen Z,North America
55469.11,6.88,5.11,331911.0,49.49,81.07,Instagram,Content Marketing,Gen Z,Europe
61122.4,1.03,4.39,232155.0,40.54,79.74,Google Ads,Lead Generation,Boomers,South America
26974.32,6.69,5.95,62323.0,28.68,73.67,Twitter,Lead Generation,Millennials,Asia
86713.51,8.58,2.61,309480.0,52.82,85.61,Facebook,Sales Promotion,Millennials,Africa
55565.52,9.49,2.12,247992.0,18.89,58.09,Google Ads,Lead Generation,Gen Z,South America
37485.81,3.74,1.05,70364.0,48.75,64.33,Instagram,Sales Promotion,Gen Z,North America
37600.58,3.88,8.66,255171.0,47.41,97.52,LinkedIn,Brand Awareness,Gen X,Europe
35994.36,4.29,5.95,278722.0,77.73,55.23,Facebook,Sales Promotion,Boomers,Europe
64693.94,8.52,8.46,230218.0,51.37,80.97,Facebook,Sales Promotion,Gen X,Asia
49941.16,9.72,1.18,170208.0,53.27,82.27,Google Ads,Content Marketing,Millennials,Africa
39015.73,2.41,1.97,97680.0,75.72,78.55,LinkedIn,Content Marketing,Gen X,Europe
65921.24,6.43,6.57,234786.0,49.67,55.09,Twitter,Lead Generation,Boomers,Africa
30072.42,8.86,5.58,144669.0,78.55,79.96,Instagram,Sales Promotion,Gen Z,South America
58670.0,7.28,5.67,77127.0,66.05,89.77,Google Ads,Sales Promotion,Gen X,Africa
51730.3,1.02,2.7,310511.0,71.44,85.4,Facebook,Content Marketing,Gen Z,North America
44056.97,1.23,1.66,53923.0,79.5,91.28,Google Ads,Content Marketing,Millennials,Europe
40061.15,3.02,7.35,220712.0,55.88,85.08,Instagram,Lead Generation,Gen Z,Asia
54118.33,5.34,4.61,220349.0,25.08,52.47,Instagram,Sales Promotion,Gen Z,South America
57572.34,6.03,3.18,313414.0,27.26,59.38,Facebook,Content Marketing,Boomers,Europe
64610.23,3.52,3.48,164493.0,55.16,72.83,Google Ads,Content Marketing,Boomers,Africa
69589.48,1.47,4.18,142410.0,19.22,77.13,LinkedIn,Lead Generation,Gen X,South America
32462.1,1.03,9.57,266784.0,48.55,83.28,Facebook,Sales Promotion,Boomers,Europe
99598.47,1.15,3.15,331004.0,73.06,59.62,Instagram,Lead Generation,Gen X,North America
78217.56,7.79,0.73,424849.0,13.5,99.26,Twitter,Sales Promotion,Boomers,North America
57277.71,3.32,5.12,224054.0,75.57,85.99,LinkedIn,Sales Promotion,Boomers,Africa
55546.11,9.81,5.6,103893.0,22.39,55.23,Google Ads,Sales Promotion,Boomers,Europe
59071.44,8.91,3.76,189123.0,22.84,80.09,Twitter,Brand Awareness,Millennials,North America
36106.24,10.0,1.96,145751.0,62.32,81.95,Twitter,Brand Awareness,Gen X,North America
37132.7,0.82,5.19,234210.0,75.34,67.26,LinkedIn,Lead Generation,Gen X,South America
59454.49,2.98,9.09,212699.0,61.18,98.33,Google Ads,Sales Promotion,Millennials,Asia
29041.21,3.65,7.58,296963.0,38.29,51.16,Facebook,Brand Awareness,Millennials,North America
24877.66,7.3,6.29,278324.0,74.04,75.48,LinkedIn,Lead Generation,Millennials,Africa
47923.53,4.32,3.07,184913.0,55.82,99.0,Facebook,Content Marketing,Millennials,North America
74316.57,8.46,2.5,293014.0,73.35,61.68,Google Ads,Sales Promotion,Gen X,Africa
53368.47,8.44,4.14,246835.0,53.61,77.28,Google Ads,Lead Generation,Millennials,Africa
21208.26,9.32,2.24,140390.0,34.3,68.99,Instagram,Sales Promotion,Gen Z,Europe
37622.42,4.31,8.45,378450.0,26.76,60.93,Facebook,Brand Awareness,Millennials,South America
29017.42,4.48,2.22,200768.0,21.42,54.71,Facebook,Sales Promotion,Gen X,Africa
38035.88,8.6,0.63,334122.0,70.37,85.21,LinkedIn,Lead Generation,Boomers,Asia
23417.71,9.15,6.01,315009.0,32.29,96.85,Facebook,Lead Generation,Gen Z,Europe
84487.41,2.06,1.79,307048.0,57.58,71.53,Twitter,Sales Promotion,Gen X,Asia
64224.08,7.63,5.86,210491.0,59.09,58.81,Instagram,Lead Generation,Boomers,Europe
69919.54,6.65,6.99,257878.0,66.42,87.19,LinkedIn,Lead Generation,Boomers,Africa
36083.82,4.67,6.52,216443.0,17.01,84.87,Twitter,Content Marketing,Gen X,North America
66461.0,6.27,3.33,314201.0,11.7,86.59,LinkedIn,Sales Promotion,Millennials,North America
30825.01,4.07,6.47,253656.0,31.87,85.32,Instagram,Lead Generation,Gen X,Africa
53675.75,4.56,3.41,159658.0,61.57,94.67,Google Ads,Brand Awareness,Boomers,Africa
49604.41,7.69,9.53,288757.0,26.49,84.27,Facebook,Lead Generation,Gen Z,Europe
49818.48,6.37,9.67,115346.0,10.78,99.26,Facebook,Brand Awareness,Gen Z,South America
50091.81,7.0,1.98,92552.0,45.73,95.67,LinkedIn,Content Marketing,Boomers,North America
43199.57,3.29,1.7,189690.0,37.05,84.71,Twitter,Brand Awareness,Boomers,Asia
59643.29,5.28,1.38,-16721.0,68.99,75.3,Google Ads,Lead Generation,Gen Z,Africa
66472.69,6.15,0.96,295137.0,65.34,57.57,Facebook,Lead Generation,Gen X,Europe
41084.44,8.75,0.51,298913.0,71.75,95.7,LinkedIn,Lead Generation,Gen X,Asia
31391.07,4.05,9.49,115122.0,39.42,69.06,Facebook,Sales Promotion,Millennials,Africa
36620.44,3.39,6.3,175616.0,46.98,85.52,Twitter,Content Marketing,Gen X,Europe
7895.7,1.56,4.35,127686.0,74.56,76.98,Google Ads,Sales Promotion,Gen X,Europe
54004.9,3.07,6.32,186615.0,47.97,90.93,Google Ads,Content Marketing,Millennials,Europe
44427.88,3.03,1.6,-562.0,55.8,70.5,Twitter,Lead Generation,Gen X,Europe
64463.66,5.45,5.12,144223.0,71.32,82.63,Twitter,Brand Awareness,Gen Z,North America
36759.11,8.65,8.66,242098.0,61.55,87.86,LinkedIn,Brand Awareness,Gen Z,North America
53899.68,5.91,3.33,228392.0,41.5,86.9,Facebook,Lead Generation,Boomers,Europe
56461.2,8.74,6.78,233727.0,62.65,67.68,LinkedIn,Content Marketing,Millennials,Asia
87500.87,5.65,5.57,179559.0,47.7,71.96,Facebook,Brand Awareness,Boomers,Asia
67362.43,2.8,1.37,304729.0,75.32,63.11,Instagram,Lead Generation,Boomers,Africa
45523.89,3.8,8.54,409692.0,62.76,64.35,Instagram,Content Marketing,Millennials,Asia
62290.79,2.86,6.02,226932.0,14.53,52.34,Instagram,Sales Promotion,Gen Z,Europe
83846.53,2.11,2.32,100617.0,70.35,87.19,LinkedIn,Content Marketing,Millennials,Africa
71722.32,5.44,1.41,132630.0,69.14,97.32,Google Ads,Sales Promotion,Boomers,Europe
38050.19,3.27,8.38,-37648.0,49.08,62.47,Facebook,Sales Promotion,Gen Z,North America
76198.7,1.5,5.29,133061.0,33.52,71.05,Instagram,Lead Generation,Millennials,Europe
63443.57,7.2,8.95,69163.0,51.75,73.21,LinkedIn,Content Marketing,Gen X,Europe
31465.37,5.23,0.54,112614.0,69.56,65.07,Twitter,Sales Promotion,Gen X,North America
74588.61,9.58,4.7,249240.0,55.5,99.68,Twitter,Lead Generation,Gen Z,South America
35722.59,9.61,8.65,126185.0,32.86,76.64,Instagram,Lead Generation,Millennials,Asia
113539.48,7.19,1.38,163964.0,20.85,70.4,Facebook,Brand Awareness,Gen X,Africa
41135.66,9.93,8.37,121111.0,19.87,55.27,Google Ads,Content Marketing,Millennials,Africa
35154.82,2.0,5.2,64341.0,15.57,91.05,Instagram,Lead Generation,Gen Z,Asia
38667.77,7.81,5.11,216839.0,63.52,64.61,Instagram,Sales Promotion,Millennials,Africa
20188.9,1.8,5.19,248307.0,10.1,74.61,Twitter,Brand Awareness,Millennials,Africa
47236.02,1.95,9.36,153136.0,67.02,94.03,Twitter,Lead Generation,Gen Z,North America
54198.63,8.83,4.95,79790.0,34.73,99.84,Facebook,Brand Awareness,Millennials,Africa
61812.88,1.16,0.76,338292.0,30.8,98.55,Google Ads,Sales Promotion,Gen X,Africa
36770.57,8.91,4.4,444796.0,51.57,65.15,Facebook,Sales Promotion,Boomers,Europe
66804.84,9.76,4.0,134992.0,72.21,50.73,Google Ads,Lead Generation,Gen Z,South America
38536.87,1.56,9.73,284130.0,74.2,63.01,Instagram,Lead Generation,Gen X,Europe
65649.59,8.09,2.05,156582.0,51.69,97.38,Instagram,Sales Promotion,Boomers,Africa
22947.34,6.85,4.37,293047.0,77.82,58.73,LinkedIn,Lead Generation,Gen X,Europe
30342.9,0.54,5.02,241440.0,33.82,99.09,Instagram,Content Marketing,Boomers,Africa
87895.72,7.08,6.1,256717.0,28.04,97.89,LinkedIn,Sales Promotion,Gen X,South America
52987.49,7.59,1.91,307538.0,60.59,77.59,Instagram,Lead Generation,Boomers,North America
46679.73,6.33,4.64,59753.0,13.81,80.02,LinkedIn,Sales Promotion,Millennials,Africa
62011.66,6.09,1.54,278835.0,19.99,84.6,LinkedIn,Sales Promotion,Boomers,South America
12802.17,5.37,4.9,118919.0,44.63,70.96,Facebook,Brand Awareness,Millennials,Africa
75694.08,6.42,4.91,373969.0,50.97,64.04,LinkedIn,Lead Generation,Millennials,Asia
53298.9,1.43,9.01,83731.0,60.84,58.19,Google Ads,Brand Awareness,Gen X,Asia
33939.05,6.99,6.41,136162.0,61.47,97.32,LinkedIn,Brand Awareness,Boomers,South America
59125.6,4.84,4.57,113086.0,71.63,76.65,Twitter,Content Marketing,Millennials,Africa
40567.24,2.09,4.63,406817.0,38.91,72.66,Facebook,Sales Promotion,Gen X,Africa
37027.25,4.16,2.57,274791.0,34.28,69.85,Google Ads,Content Marketing,Gen X,Africa
62393.83,8.96,1.35,347203.0,42.67,58.95,Facebook,Lead Generation,Millennials,Asia
39141.3,5.63,4.84,203360.0,53.7,62.35,Facebook,Brand Awareness,Gen Z,Africa
49412.61,2.87,9.16,191103.0,74.88,81.16,Google Ads,Content Marketing,Gen Z,South America
86584.93,2.53,2.76,268050.0,49.67,91.27,Twitter,Lead Generation,Gen X,Europe
49662.19,7.18,8.43,289513.0,44.75,58.52,Facebook,Sales Promotion,Millennials,North America
47610.41,3.96,2.06,63135.0,21.18,86.48,Facebook,Lead Generation,Boomers,Africa
22433.8,3.46,3.42,110652.0,37.71,60.91,Google Ads,Lead Generation,Boomers,South America
25104.2,7.28,9.36,216980.0,44.31,75.44,Twitter,Lead Generation,Millennials,Asia
18731.04,9.89,5.03,253276.0,63.25,79.22,LinkedIn,Sales Promotion,Gen Z,Asia
90769.93,6.2,4.03,78822.0,41.24,91.61,Instagram,Sales Promotion,Boomers,Africa
43588.7,8.76,8.64,280706.0,37.0,58.24,LinkedIn,Brand Awareness,Gen Z,South America
75571.99,9.92,5.37,47202.0,14.38,73.59,Facebook,Lead Generation,Gen X,Europe
50841.92,5.2,9.45,67086.0,52.05,71.51,Instagram,Lead Generation,Gen Z,Europe
57182.78,3.37,0.97,70325.0,70.48,77.31,Twitter,Sales Promotion,Boomers,North America
59586.82,5.73,7.32,324462.0,16.29,78.68,Google Ads,Brand Awareness,Gen X,Africa
72351.14,7.18,3.25,236931.0,26.52,85.26,LinkedIn,Lead Generation,Millennials,Asia
19808.42,4.31,6.88,85783.0,55.81,73.13,LinkedIn,Lead Generation,Millennials,Europe
82440.66,3.58,9.09,151050.0,40.85,93.21,Google Ads,Brand Awareness,Gen X,North America
83964.76,4.95,4.46,238886.0,76.61,65.43,Twitter,Sales Promotion,Gen Z,Asia
41102.35,3.78,1.59,226838.0,70.21,63.43,Google Ads,Sales Promotion,Gen X,South America
34211.99,6.52,9.47,208935.0,35.49,92.71,Google Ads,Lead Generation,Boomers,North America
39101.82,5.2,8.15,300875.0,40.59,73.5,Twitter,Content Marketing,Gen X,Africa
42126.05,2.46,1.86,207568.0,46.44,64.6,Google Ads,Content Marketing,Boomers,Europe
64380.75,7.15,9.75,334785.0,59.97,60.46,LinkedIn,Content Marketing,Boomers,Asia
35239.01,7.09,5.84,219013.0,45.9,57.31,Facebook,Lead Generation,Gen X,Africa
41833.97,3.72,3.98,91136.0,28.57,57.28,Google Ads,Content Marketing,Boomers,Asia
65717.98,3.97,4.7,159104.0,27.83,53.76,Instagram,Lead Generation,Boomers,Europe
22401.05,9.65,7.73,39684.0,58.44,54.86,Twitter,Sales Promotion,Boomers,Asia
12987.22,9.42,7.98,64080.0,54.52,89.23,Facebook,Lead Generation,Gen X,Asia
66202.69,7.38,8.27,228718.0,56.4,54.31,Facebook,Lead Generation,Gen X,Africa
46677.64,1.83,5.53,231669.0,63.07,77.87,LinkedIn,Sales Promotion,Gen X,North America
38466.45,6.29,2.46,316336.0,58.67,50.07,Instagram,Lead Generation,Gen X,Europe
99246.21,5.91,9.09,292986.0,62.62,82.38,Instagram,Brand Awareness,Gen Z,Africa
63030.99,6.43,3.35,214731.0,69.12,71.48,Twitter,Lead Generation,Gen X,Asia
49210.3,8.5,0.66,-75049.0,47.93,97.6,Instagram,Sales Promotion,Gen Z,South America
38870.42,1.09,9.04,244134.0,79.26,71.48,Facebook,Brand Awareness,Boomers,South America
29889.49,2.11,4.57,210456.0,77.38,50.93,Facebook,Brand Awareness,Gen X,Europe
80519.66,5.37,8.18,258150.0,47.08,80.54,Twitter,Content Marketing,Boomers,North America
17309.87,6.69,1.1,131711.0,72.8,86.12,Instagram,Sales Promotion,Millennials,Africa
74051.06,3.04,8.68,141194.0,21.55,55.73,Instagram,Sales Promotion,Gen Z,Europe
82043.63,5.08,5.17,277923.0,46.13,57.82,Google Ads,Content Marketing,Gen Z,North America
72492.07,6.33,2.79,243328.0,18.16,74.34,Facebook,Brand Awareness,Gen Z,Asia
38424.97,7.4,9.6,258132.0,71.97,85.31,LinkedIn,Brand Awareness,Gen Z,Europe
35282.61,0.9,3.71,93854.0,30.02,59.63,LinkedIn,Lead Generation,Gen Z,North America
43698.48,8.29,4.78,169087.0,42.29,79.29,Twitter,Sales Promotion,Gen X,Europe
16536.32,1.81,6.06,161407.0,24.61,81.56,Google Ads,Lead Generation,Gen X,North America
36006.56,6.13,9.94,292639.0,60.11,82.8,LinkedIn,Sales Promotion,Gen X,South America
65937.4,1.58,7.96,314907.0,59.62,90.79,Instagram,Content Marketing,Gen X,Africa
14837.96,3.64,8.48,180244.0,74.12,89.3,Instagram,Sales Promotion,Gen Z,North America
47694.64,8.87,5.64,24442.0,63.84,55.27,Facebook,Brand Awareness,Gen Z,North America
95148.73,0.67,5.55,153164.0,49.73,84.93,Google Ads,Brand Awareness,Gen X,Africa
49136.57,7.17,6.68,123972.0,59.82,76.54,LinkedIn,Sales Promotion,Boomers,North America
33882.44,2.67,4.17,121530.0,19.44,57.35,LinkedIn,Lead Generation,Gen Z,North America
62324.51,0.73,1.02,294199.0,56.69,93.66,LinkedIn,Lead Generation,Boomers,South America
63329.12,5.97,6.94,217667.0,39.25,56.2,Facebook,Sales Promotion,Boomers,Africa
70831.43,2.63,9.16,248837.0,68.49,90.73,Facebook,Brand Awareness,Boomers,North America
45050.14,4.06,9.47,131776.0,72.75,71.77,Google Ads,Lead Generation,Millennials,Africa
58400.51,1.53,2.84,160305.0,31.58,63.14,Instagram,Brand Awareness,Gen Z,Europe
74689.77,1.68,8.88,154743.0,46.82,82.63,Twitter,Lead Generation,Boomers,North America
49259.3,4.57,9.89,215447.0,60.81,91.87,Google Ads,Sales Promotion,Gen Z,Europe
86863.2,8.94,4.68,179107.0,22.49,54.3,Facebook,Content Marketing,Gen X,North America
78849.86,5.1,1.38,269541.0,13.46,79.25,Instagram,Brand Awareness,Millennials,Europe
76847.71,4.78,2.24,243775.0,41.63,82.72,Twitter,Content Marketing,Gen Z,Africa
48476.72,0.65,7.84,273280.0,68.34,99.26,Instagram,Lead Generation,Gen Z,Asia
86602.24,9.45,5.86,156748.0,62.2,97.09,LinkedIn,Sales Promotion,Gen Z,Africa
58078.38,7.29,3.76,147254.0,75.5,62.3,Twitter,Lead Generation,Millennials,North America
33359.18,7.88,6.82,100745.0,54.3,72.06,Twitter,Lead Generation,Gen Z,South America
28827.89,3.36,3.72,116468.0,65.66,80.25,Instagram,Brand Awareness,Boomers,Africa
31576.3,6.16,8.01,140132.0,64.41,98.47,Google Ads,Content Marketing,Millennials,Asia
86795.4,2.82,6.59,153204.0,66.32,92.68,Twitter,Lead Generation,Millennials,South America
46001.19,9.17,9.29,-8737.0,75.46,57.85,Instagram,Sales Promotion,Millennials,Europe
31882.81,5.17,7.18,123841.0,21.99,98.19,Twitter,Lead Generation,Gen Z,South America
69439.93,2.86,5.43,157272.0,21.88,91.45,Twitter,Lead Generation,Boomers,Europe
62431.22,1.16,9.53,130795.0,21.58,76.69,Twitter,Lead Generation,Gen X,Africa
72884.56,8.35,3.98,294504.0,31.96,96.46,Twitter,Lead Generation,Boomers,South America
58892.03,5.88,4.89,238702.0,76.6,75.66,Twitter,Content Marketing,Gen Z,South America
62611.73,1.83,6.8,79344.0,30.23,84.05,Instagram,Sales Promotion,Boomers,North America
